Batch_number,Synthesis_ID,Magnification_X,Image_Path,Manual Steps,Robot Steps (Mara),Co(NO3)2*6H2O,"2,5-Dihydroxyterephthalic Acid",Temperature (°C),Reaction Time (hrs),Water ul,DMF ul,Ethanol ul,Notes/Observations,Date Taken
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_091.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_095.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_102.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-11-25
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_099.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_170.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_169.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_166.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_178.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-11-25
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_177.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-11-25
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_174.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_171.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_175.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_172.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_167.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_168.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_176.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-11-25
7,SolventVolumes-22II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes22II/EVOS_20X_173.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_100.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_153.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_092.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_101.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-11-25
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_041.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-10II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_073.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,2000.0,3000.0,,2024-12-07
7,SolventVolumes-10II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_074.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,2000.0,3000.0,,2024-12-07
7,SolventVolumes-10II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_071.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,2000.0,3000.0,,2024-12-07
7,SolventVolumes-10II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_072.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,2000.0,3000.0,,2024-11-25
7,SolventVolumes-5II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes5II/EVOS_20X_054.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,5000.0,4000.0,,2024-11-25
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_180.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_182.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_187.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-11-25
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_186.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-11-25
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_183.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_184.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_181.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_185.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-23II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_179.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_096.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_103.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-11-25
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_090.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_093.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-12II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_097.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_144.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_146.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_151.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_031.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_013.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_014.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_024.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_019.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_032.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_022.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_012.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_023.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_025.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_005.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_006.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_007.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-11-25
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_004.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_003.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_001.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-2II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_002.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,5000.0,1000.0,4000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_115.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_120.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_026.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_011.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_008.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_018.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-11-25
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_152.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_147.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_148.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_150.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_143.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_149.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_155.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-11-25
7,SolventVolumes-20II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_154.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,2000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_010.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_048.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_033.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_015.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_021.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_028.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_016.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_009.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_017.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-11-25
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_030.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_029.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_027.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-3II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_020.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,3000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_035.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_047.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_052.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_087.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_075.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_082.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_081.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_089.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-11-25
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_084.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_085.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_126.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_106.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_108.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_113.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_109.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_124.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_123.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_117.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_112.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_118.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_127.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_119.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_088.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-11-25
