Batch_number,Synthesis_ID,Magnification_X,Image_Path,Manual Steps,Robot Steps (Mara),Co(NO3)2*6H2O,"2,5-Dihydroxyterephthalic Acid",Temperature (°C),Reaction Time (hrs),Water ul,DMF ul,Ethanol ul,Notes/Observations,Date Taken
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_080.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_079.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_076.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_059.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_065.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_060.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_066.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_056.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_057.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-11-25
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_062.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_055.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_063.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_110.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_069.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_070.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_061.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_064.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_058.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_068.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_083.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_077.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_078.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-11II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_086.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
7,SolventVolumes-6II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_067.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,6000.0,4000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_107.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_114.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_111.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_163.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_158.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_160.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_156.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_045.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_042.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_040.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_050.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_046.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_036.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_034.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_044.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_053.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-11-25
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_043.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_049.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_037.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_039.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_038.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-4II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_051.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,4000.0,4000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_157.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_164.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_162.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_165.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_121.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_130.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_138.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_134.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_133.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_142.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-11-25
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_137.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_139.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-11-25
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_140.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-11-25
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_125.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-11-25
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_136.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_141.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-11-25
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_132.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_128.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_131.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_135.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-13II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes13II/EVOS_20X_104.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-11-25
7,SolventVolumes-13II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes13II/EVOS_20X_105.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-11-25
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_159.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-21II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_161.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
7,SolventVolumes-19II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_129.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,1000.0,5000.0,,2024-12-07
7,SolventVolumes-14II,20.0,dataset/images/Batch7-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_116.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,0.0,2000.0,8000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_018.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_026.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_006.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_004.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_013.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-11-25
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_009.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_011.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-11-25
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_010.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_005.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_002.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_012.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-11-25
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_001.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_008.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-23II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes23II/EVOS_20X_051.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,5000.0,1000.0,,2024-11-25
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_014.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-11-25
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_024.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_023.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_019.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_017.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_021.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_022.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_020.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_016.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_003.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-11II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_007.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,3000.0,2000.0,5000.0,,2024-12-07
8,SolventVolumes-22II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_050.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-11-25
8,SolventVolumes-22II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_048.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,4000.0,2000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_029.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_030.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_028.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_027.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_031.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-13II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_025.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,1000.0,2000.0,7000.0,,2024-12-07
8,SolventVolumes-21II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_040.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-11-25
8,SolventVolumes-21II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_039.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
8,SolventVolumes-21II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_041.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
8,SolventVolumes-21II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_044.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
8,SolventVolumes-12II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_015.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,2000.0,2000.0,6000.0,,2024-11-25
8,SolventVolumes-21II,20.0,dataset/images/Batch8-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_042.tif,,Timing with adapter (wellplate),4.0,1.0,100.0,24.0,4000.0,3000.0,3000.0,,2024-12-07
