Batch Number,Synthesis ID,Date Taken,Magnification (X),Co(NO3)2*6H2O (mg),"2,5-Dihydroxyterephthalic Acid (mg)",Temperature (°C),Water (ul),DMF (ul),Ethanol (ul),Reaction Time (hrs),Use Manual Procedure,Use Manual-Pipette Procedure,Use Robotic-Mara Procedure,Image Path
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_153.tif
6.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_092.tif
6.0,SolventVolumes-12II,2024-11-25,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_101.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_041.tif
6.0,SolventVolumes-10II,2024-12-07,20.0,80,20,100.0,5000.0,2000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_073.tif
6.0,SolventVolumes-10II,2024-12-07,20.0,80,20,100.0,5000.0,2000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_074.tif
6.0,SolventVolumes-10II,2024-12-07,20.0,80,20,100.0,5000.0,2000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_071.tif
6.0,SolventVolumes-10II,2024-11-25,20.0,80,20,100.0,5000.0,2000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes10II/EVOS_20X_072.tif
6.0,SolventVolumes-5II,2024-11-25,20.0,80,20,100.0,1000.0,5000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes5II/EVOS_20X_054.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_180.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_182.tif
6.0,SolventVolumes-23II,2024-11-25,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_187.tif
6.0,SolventVolumes-23II,2024-11-25,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_186.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_183.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_184.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_181.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_185.tif
6.0,SolventVolumes-23II,2024-12-07,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes23II/EVOS_20X_179.tif
6.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_096.tif
6.0,SolventVolumes-12II,2024-11-25,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_103.tif
6.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_090.tif
6.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_093.tif
6.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes12II/EVOS_20X_097.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_144.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_146.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_151.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_031.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_013.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_014.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_024.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_019.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_032.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_022.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_012.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_023.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_025.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_005.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_006.tif
6.0,SolventVolumes-2II,2024-11-25,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_007.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_004.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_003.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_001.tif
6.0,SolventVolumes-2II,2024-12-07,20.0,80,20,100.0,5000.0,1000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes2II/EVOS_20X_002.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_115.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_120.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_026.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_011.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_008.tif
6.0,SolventVolumes-3II,2024-11-25,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_018.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_152.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_147.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_148.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_150.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_143.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_149.tif
6.0,SolventVolumes-20II,2024-11-25,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_155.tif
6.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes20II/EVOS_20X_154.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_010.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_048.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_033.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_015.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_021.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_028.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_016.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_009.tif
6.0,SolventVolumes-3II,2024-11-25,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_017.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_030.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_029.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_027.tif
6.0,SolventVolumes-3II,2024-12-07,20.0,80,20,100.0,3000.0,3000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes3II/EVOS_20X_020.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_035.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_047.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_052.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_087.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_075.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_082.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_081.tif
6.0,SolventVolumes-11II,2024-11-25,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_089.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_084.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_085.tif
6.0,SolventVolumes-14II,2024-11-25,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_126.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_106.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_108.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_113.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_109.tif
6.0,SolventVolumes-14II,2024-11-25,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_124.tif
6.0,SolventVolumes-14II,2024-11-25,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_123.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_117.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_112.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_118.tif
6.0,SolventVolumes-14II,2024-11-25,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_127.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_119.tif
6.0,SolventVolumes-11II,2024-11-25,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_088.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_080.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_079.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_076.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_059.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_065.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_060.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_066.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_056.tif
6.0,SolventVolumes-6II,2024-11-25,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_057.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_062.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_055.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_063.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_110.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_069.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_070.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_061.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_064.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_058.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_068.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_083.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_077.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_078.tif
6.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes11II/EVOS_20X_086.tif
6.0,SolventVolumes-6II,2024-12-07,20.0,80,20,100.0,0.0,6000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes6II/EVOS_20X_067.tif
