Batch Number,Synthesis ID,Date Taken,Magnification (X),Co(NO3)2*6H2O (mg),"2,5-Dihydroxyterephthalic Acid (mg)",Temperature (°C),Water (ul),DMF (ul),Ethanol (ul),Reaction Time (hrs),Use Manual Procedure,Use Manual-Pipette Procedure,Use Robotic-Mara Procedure,Image Path
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_107.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_114.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_111.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_163.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_158.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_160.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_156.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_045.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_042.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_040.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_050.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_046.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_036.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_034.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_044.tif
6.0,SolventVolumes-4II,2024-11-25,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_053.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_043.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_049.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_037.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_039.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_038.tif
6.0,SolventVolumes-4II,2024-12-07,20.0,80,20,100.0,2000.0,4000.0,4000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes4II/EVOS_20X_051.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_157.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_164.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_162.tif
6.0,SolventVolumes-21II,2024-11-25,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_165.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_121.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_130.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_138.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_134.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_133.tif
6.0,SolventVolumes-19II,2024-11-25,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_142.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_137.tif
6.0,SolventVolumes-19II,2024-11-25,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_139.tif
6.0,SolventVolumes-19II,2024-11-25,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_140.tif
6.0,SolventVolumes-14II,2024-11-25,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_125.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_136.tif
6.0,SolventVolumes-19II,2024-11-25,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_141.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_132.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_128.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_131.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_135.tif
6.0,SolventVolumes-13II,2024-11-25,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes13II/EVOS_20X_104.tif
6.0,SolventVolumes-13II,2024-11-25,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes13II/EVOS_20X_105.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_159.tif
6.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes21II/EVOS_20X_161.tif
6.0,SolventVolumes-19II,2024-12-07,20.0,80,20,100.0,4000.0,1000.0,5000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes19II/EVOS_20X_129.tif
6.0,SolventVolumes-14II,2024-12-07,20.0,80,20,100.0,0.0,2000.0,8000.0,24.0,True,False,True,co-mof_dataset/images/Batch6-(SolventVolumes-II-RobotRepeat)/SolventVolumes14II/EVOS_20X_116.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_018.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_026.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_006.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_004.tif
7.0,SolventVolumes-11II,2024-11-25,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_013.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_009.tif
7.0,SolventVolumes-11II,2024-11-25,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_011.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_010.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_005.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_002.tif
7.0,SolventVolumes-11II,2024-11-25,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_012.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_001.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_008.tif
7.0,SolventVolumes-23II,2024-11-25,20.0,80,20,100.0,4000.0,5000.0,1000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes23II/EVOS_20X_051.tif
7.0,SolventVolumes-12II,2024-11-25,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_014.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_024.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_023.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_019.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_017.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_021.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_022.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_020.tif
7.0,SolventVolumes-12II,2024-12-07,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_016.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_003.tif
7.0,SolventVolumes-11II,2024-12-07,20.0,80,20,100.0,3000.0,2000.0,5000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes11II/EVOS_20X_007.tif
7.0,SolventVolumes-22II,2024-11-25,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_050.tif
7.0,SolventVolumes-22II,2024-12-07,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_048.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_029.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_030.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_028.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_027.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_031.tif
7.0,SolventVolumes-13II,2024-12-07,20.0,80,20,100.0,1000.0,2000.0,7000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes13II/EVOS_20X_025.tif
7.0,SolventVolumes-21II,2024-11-25,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_040.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_039.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_041.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_044.tif
7.0,SolventVolumes-12II,2024-11-25,20.0,80,20,100.0,2000.0,2000.0,6000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes12II/EVOS_20X_015.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_042.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_038.tif
7.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_032.tif
7.0,SolventVolumes-20II,2024-11-25,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_037.tif
7.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_035.tif
7.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_034.tif
7.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_036.tif
7.0,SolventVolumes-20II,2024-12-07,20.0,80,20,100.0,4000.0,2000.0,4000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes20II/EVOS_20X_033.tif
7.0,SolventVolumes-22II,2024-12-07,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_047.tif
7.0,SolventVolumes-22II,2024-11-25,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_049.tif
7.0,SolventVolumes-22II,2024-12-07,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_045.tif
7.0,SolventVolumes-21II,2024-12-07,20.0,80,20,100.0,4000.0,3000.0,3000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes21II/EVOS_20X_043.tif
7.0,SolventVolumes-22II,2024-12-07,20.0,80,20,100.0,4000.0,4000.0,2000.0,24.0,True,True,False,co-mof_dataset/images/Batch7-(SolventVolumes-II-PipetteRepeat)/SolventVolumes22II/EVOS_20X_046.tif
5.0,SolventVolumes-8II,2025-02-21,20.0,80,20,100.0,7000.0,2000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-8II/Con23_8b.tif
5.0,SolventVolumes-18II,2025-02-21,20.0,80,20,100.0,4000.0,0.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-18II/Con23_18b.tif
5.0,SolventVolumes-18II,2025-02-21,20.0,80,20,100.0,4000.0,0.0,6000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-18II/Con23_18a.tif
5.0,SolventVolumes-17II,2025-02-21,20.0,80,20,100.0,0.0,10000.0,0.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-17II/Con23_17a.tif
5.0,SolventVolumes-17II,2025-02-21,20.0,80,20,100.0,0.0,10000.0,0.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-17II/Con23_17b.tif
5.0,SolventVolumes-15II,2025-02-21,20.0,80,20,100.0,0.0,0.0,10000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-15II/Con23_15b.tif
5.0,SolventVolumes-16II,2025-02-21,20.0,80,20,100.0,10000.0,0.0,0.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-16II/Con23_16a.tif
5.0,SolventVolumes-7II,2025-02-21,20.0,80,20,100.0,8000.0,2000.0,0.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-7II/Con23_7a.tif
5.0,SolventVolumes-15II,2025-02-21,20.0,80,20,100.0,0.0,0.0,10000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-15II/Con23_15a.tif
5.0,SolventVolumes-8II,2025-02-21,20.0,80,20,100.0,7000.0,2000.0,1000.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-8II/Con23_8a.tif
5.0,SolventVolumes-7II,2025-02-21,20.0,80,20,100.0,8000.0,2000.0,0.0,24.0,True,False,True,co-mof_dataset/images/Batch5-(SolventVolumes-II)/SolventVolumes-7II/Con23_7b.tif
1.0,SolventVolumes-1I,,20.0,80,20,100.0,3333.0,3333.0,3333.0,24.0,True,False,True,co-mof_dataset/images/Batch1-(SolventVolumes-I)/SolventVolumes-1I/Condition 1 2nd.tif
1.0,SolventVolumes-1I,,20.0,80,20,100.0,3333.0,3333.0,3333.0,24.0,True,False,True,co-mof_dataset/images/Batch1-(SolventVolumes-I)/SolventVolumes-1I/Condition 1 3nd.tif
